Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Leroy Sané,"MF,FW",32,20,2010,22.3,8,7,15,8,0,0,4,0,8.5,8.5,4.3,12.8,77.0,134.0,198.0,0.36,0.31,0.67,0.36,0.67,0.38,0.19,0.57,0.38,0.57
Sidi Sané,FW,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,MF,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,MF,17,17,1341,14.9,1,2,3,1,0,0,1,0,3.0,3.0,2.1,5.1,40.0,51.0,63.0,0.07,0.13,0.2,0.07,0.2,0.2,0.14,0.34,0.2,0.34
Nicola Sansone,FW,17,8,709,7.9,4,2,6,4,0,0,2,0,2.8,2.8,0.9,3.7,17.0,12.0,72.0,0.51,0.25,0.76,0.51,0.76,0.35,0.11,0.46,0.35,0.46
Baptiste Santamaria,MF,24,19,1723,19.1,2,0,2,2,0,0,2,0,1.1,1.1,0.7,1.8,14.0,138.0,20.0,0.1,0.0,0.1,0.1,0.1,0.06,0.04,0.1,0.06,0.1
Riccardo Saponara,FW,28,14,1190,13.2,3,2,5,3,0,0,4,0,2.7,2.7,3.0,5.8,56.0,55.0,122.0,0.23,0.15,0.38,0.23,0.38,0.21,0.23,0.44,0.21,0.44
Pablo Sarabia,"FW,MF",13,9,765,8.5,1,0,1,1,0,0,3,0,3.1,3.1,0.8,3.9,17.0,41.0,54.0,0.12,0.0,0.12,0.12,0.12,0.36,0.09,0.46,0.36,0.46
Pablo Sarabia,"FW,MF",14,3,370,4.1,0,0,0,0,0,0,1,0,1.3,1.3,1.3,2.7,9.0,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.64,0.32,0.64
Muhammed Saracevic Cham,MF,37,22,1900,21.1,7,4,11,5,2,2,2,0,5.7,4.1,2.8,6.9,67.0,103.0,116.0,0.33,0.19,0.52,0.24,0.43,0.27,0.13,0.4,0.2,0.33
Jeremy Sarmiento,MF,9,1,176,2.0,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5.0,11.0,20.0,0.0,0.51,0.51,0.0,0.51,0.17,0.11,0.28,0.17,0.28
Amin Sarr,FW,12,6,522,5.8,1,1,2,1,0,0,0,0,1.2,1.2,0.4,1.6,11.0,9.0,46.0,0.17,0.17,0.34,0.17,0.34,0.21,0.07,0.28,0.21,0.28
Bouna Sarr,FW,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malang Sarr,DF,13,8,716,8.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,5.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Mamadou Sarr,MF,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouhamadou Sarr,GK,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Satriano,FW,30,20,1697,18.9,2,1,3,2,0,0,4,0,3.9,3.9,1.2,5.1,29.0,22.0,126.0,0.11,0.05,0.16,0.11,0.16,0.21,0.07,0.27,0.21,0.27
Téji Savanier,MF,29,29,2456,27.3,12,3,15,6,6,6,4,3,8.4,3.7,5.5,9.2,48.0,200.0,114.0,0.44,0.11,0.55,0.22,0.33,0.31,0.2,0.51,0.14,0.34
Esteban Saveljich,FW,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Savić,DF,21,21,1853,20.6,0,0,0,0,0,0,4,2,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Joe Scally,DF,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
Giorgio Scalvini,DF,31,28,2276,25.3,2,2,4,2,0,0,7,0,1.5,1.5,0.4,1.9,22.0,156.0,33.0,0.08,0.08,0.16,0.08,0.16,0.06,0.02,0.08,0.06,0.08
Gianluca Scamacca,FW,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13.0,17.0,48.0,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31
Gustavo Scarpa,"MF,FW",6,2,181,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,9.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.14,0.13,0.14
Kevin Schade,FW,18,7,732,8.1,0,1,1,0,0,0,2,0,2.1,2.1,1.1,3.2,24.0,15.0,57.0,0.0,0.12,0.12,0.0,0.12,0.25,0.14,0.39,0.25,0.39
Kevin Schade,"FW,MF",8,1,182,2.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,7.0,3.0,20.0,0.49,0.0,0.49,0.49,0.49,0.12,0.0,0.12,0.12,0.12
András Schäfer,MF,16,10,860,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
Fabian Schär,DF,36,36,3206,35.6,1,3,4,1,0,0,7,0,4.9,4.9,3.3,8.2,27.0,139.0,32.0,0.03,0.08,0.11,0.03,0.11,0.14,0.09,0.23,0.14,0.23
Derry Scherhant,"FW,MF",10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4.0,1.0,16.0,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1
Patrik Schick,FW,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49
Kingsley Schindler,"DF,MF",29,8,1088,12.1,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,20.0,50.0,75.0,0.0,0.08,0.08,0.0,0.08,0.18,0.06,0.24,0.18,0.24
Xaver Schlager,MF,22,16,1506,16.7,1,1,2,1,0,0,2,0,0.3,0.3,0.7,0.9,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06
Keven Schlotterbeck,DF,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,DF,13,8,734,8.2,2,0,2,2,0,0,3,0,1.6,1.6,0.5,2.1,1.0,21.0,3.0,0.25,0.0,0.25,0.25,0.25,0.19,0.06,0.25,0.19,0.25
Nico Schlotterbeck,DF,28,27,2252,25.0,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13
Jeffrey Schlupp,"MF,FW",34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32.0,98.0,67.0,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17
Kasper Schmeichel,GK,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Jonathan Schmid,DF,3,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.68,0.19,0.88,0.68,0.88
Romano Schmid,"MF,FW",27,15,1520,16.9,1,3,4,1,0,0,3,0,1.5,1.5,2.0,3.5,34.0,75.0,84.0,0.06,0.18,0.24,0.06,0.24,0.09,0.12,0.21,0.09,0.21
Kenneth Schmidt,DF,5,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niklas Schmidt,MF,24,11,1087,12.1,3,0,3,3,0,0,3,0,1.6,1.6,1.3,2.9,26.0,64.0,49.0,0.25,0.0,0.25,0.25,0.25,0.14,0.11,0.24,0.14,0.24
Benno Schmitz,DF,31,30,2420,26.9,1,0,1,1,0,0,6,0,0.4,0.4,2.4,2.9,48.0,149.0,126.0,0.04,0.0,0.04,0.04,0.04,0.02,0.09,0.11,0.02,0.11
Jerdy Schouten,MF,33,29,2509,27.9,0,2,2,0,0,0,3,0,0.4,0.4,1.5,1.9,15.0,139.0,29.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07
Perr Schuurs,DF,29,27,2237,24.9,0,2,2,0,0,0,5,0,0.9,0.9,0.4,1.4,14.0,53.0,2.0,0.0,0.08,0.08,0.0,0.08,0.04,0.02,0.05,0.04,0.05
Marvin Schwäbe,GK,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Schwolow,GK,23,22,2035,22.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Manuel Sebastián,"MF,DF",1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Demba Seck,"MF,FW",18,6,508,5.6,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,27.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.11,0.21
Haris Seferović,FW,17,9,810,9.0,3,0,3,3,0,0,3,0,1.7,1.7,0.3,2.0,12.0,15.0,44.0,0.33,0.0,0.33,0.33,0.33,0.19,0.03,0.23,0.19,0.23
Jacopo Segre,DF,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Seguin,MF,20,4,691,7.7,1,3,4,1,0,0,4,0,1.2,1.2,2.0,3.2,13.0,49.0,28.0,0.13,0.39,0.52,0.13,0.52,0.16,0.26,0.41,0.16,0.41
Alidu Seidu,DF,27,27,2368,26.3,0,0,0,0,0,0,10,1,0.1,0.1,0.5,0.7,26.0,64.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02
Davie Selke,FW,13,3,282,3.1,1,1,2,0,1,1,1,0,1.2,0.4,0.9,1.3,3.0,5.0,22.0,0.32,0.32,0.64,0.0,0.32,0.39,0.28,0.66,0.14,0.41
Davie Selke,FW,17,12,869,9.7,5,0,5,5,0,0,2,0,3.4,3.4,0.9,4.3,7.0,16.0,40.0,0.52,0.0,0.52,0.52,0.52,0.35,0.09,0.44,0.35,0.44
Matz Sels,GK,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Nélson Semedo,DF,36,31,2632,29.2,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.2,50.0,110.0,147.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.04,0.01,0.04
Vivaldo Semedo,"MF,FW",4,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37
Antoine Semenyo,"FW,MF",11,2,258,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5.0,5.0,11.0,0.35,0.0,0.35,0.35,0.35,0.09,0.03,0.12,0.09,0.12
Marvin Senaya,DF,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Senesi,DF,31,29,2491,27.7,2,0,2,2,0,0,7,0,1.6,1.6,0.5,2.1,9.0,66.0,3.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08
Stefano Sensi,MF,28,21,1618,18.0,3,1,4,3,0,0,8,0,1.4,1.4,2.1,3.5,27.0,143.0,37.0,0.17,0.06,0.22,0.17,0.22,0.08,0.12,0.19,0.08,0.19
Jaime Seoane,"MF,FW",16,2,326,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
Luigi Sepe,GK,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,MF,32,24,2021,22.5,4,2,6,4,0,0,7,0,1.9,1.9,1.6,3.5,33.0,78.0,48.0,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16
Leonardo Sernicola,DF,31,27,2307,25.6,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,59.0,60.0,95.0,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14
Ryan Sessegnon,DF,17,9,813,9.0,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24.0,22.0,64.0,0.22,0.0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3
Stephan El Shaarawy,"DF,MF",28,13,1433,15.9,7,1,8,7,0,0,3,0,5.3,5.3,1.2,6.5,53.0,60.0,127.0,0.44,0.06,0.5,0.44,0.5,0.33,0.08,0.41,0.33,0.41
Eniss Shabani,MF,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,DF,31,30,2552,28.4,1,2,3,1,0,0,8,0,1.1,1.1,3.6,4.7,53.0,140.0,76.0,0.04,0.07,0.11,0.04,0.11,0.04,0.13,0.16,0.04,0.16
Jonjo Shelvey,MF,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,MF,8,6,540,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
Eldor Shomurodov,FW,14,9,807,9.0,1,1,2,1,0,0,1,0,2.8,2.8,1.4,4.2,7.0,15.0,53.0,0.11,0.11,0.22,0.11,0.22,0.31,0.15,0.47,0.31,0.47
Eldor Shomurodov,FW,6,1,119,1.3,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
Kaj Sierhuis,"FW,MF",13,1,216,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
Vincent Sierro,MF,14,6,575,6.4,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,6.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15
Kiliann Sildillia,"DF,MF",27,23,1977,22.0,0,2,2,0,0,0,4,1,0.8,0.8,0.7,1.6,20.0,81.0,47.0,0.0,0.09,0.09,0.0,0.09,0.04,0.03,0.07,0.04,0.07
André Silva,FW,31,20,1738,19.3,4,3,7,4,0,0,3,0,9.2,9.2,2.9,12.0,35.0,37.0,142.0,0.21,0.16,0.36,0.21,0.36,0.47,0.15,0.62,0.47,0.62
Bernardo Silva,"MF,FW",34,24,2205,24.5,4,5,9,4,0,0,5,0,2.2,2.2,3.3,5.4,90.0,130.0,188.0,0.16,0.2,0.37,0.16,0.37,0.09,0.13,0.22,0.09,0.22
Caio Henrique Oliveira Silva,DF,34,31,2806,31.2,1,9,10,1,0,0,3,0,0.7,0.7,5.0,5.7,53.0,189.0,130.0,0.03,0.29,0.32,0.03,0.32,0.02,0.16,0.18,0.02,0.18
David Silva,MF,28,25,1937,21.5,2,5,7,2,0,0,3,0,3.9,3.9,3.6,7.5,70.0,162.0,121.0,0.09,0.23,0.33,0.09,0.33,0.18,0.17,0.35,0.18,0.35
Rui Silva,GK,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,DF,27,26,2352,26.1,0,2,2,0,0,0,2,0,1.5,1.5,0.5,2.0,8.0,104.0,2.0,0.0,0.08,0.08,0.0,0.08,0.06,0.02,0.08,0.06,0.08
Marco Silvestri,GK,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,FW,33,18,1746,19.4,5,1,6,5,0,0,0,0,4.7,4.7,2.2,6.9,36.0,20.0,137.0,0.26,0.05,0.31,0.26,0.31,0.24,0.11,0.35,0.24,0.35
Mohamed Simakan,DF,24,18,1454,16.2,1,1,2,1,0,0,2,0,1.7,1.7,1.2,2.9,32.0,88.0,72.0,0.06,0.06,0.12,0.06,0.12,0.1,0.08,0.18,0.1,0.18
Giovanni Simeone,FW,24,1,393,4.4,3,1,4,3,0,0,1,0,1.3,1.3,1.2,2.5,11.0,9.0,32.0,0.69,0.23,0.92,0.69,0.92,0.3,0.27,0.57,0.3,0.57
Ellis Simms,FW,11,2,228,2.5,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,2.0,4.0,19.0,0.39,0.0,0.39,0.39,0.39,0.34,0.03,0.37,0.34,0.37
Moses Simon,"FW,MF",33,28,2333,25.9,5,4,9,4,1,1,3,0,4.6,3.6,3.5,7.1,137.0,61.0,218.0,0.19,0.15,0.35,0.15,0.31,0.18,0.14,0.31,0.14,0.28
Unai Simón,GK,30,30,2655,29.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassine Sinayoko,"MF,FW",32,16,1535,17.1,1,2,3,1,0,0,2,1,3.0,3.0,2.1,5.1,46.0,73.0,146.0,0.06,0.12,0.18,0.06,0.18,0.18,0.12,0.3,0.18,0.3
Wilfried Singo,DF,30,23,1968,21.9,2,1,3,2,0,0,7,0,2.6,2.6,1.9,4.5,50.0,66.0,90.0,0.09,0.05,0.14,0.09,0.14,0.12,0.09,0.2,0.12,0.2
Luis Sinisterra,FW,19,13,867,9.6,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30.0,39.0,84.0,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43
Daley Sinkgraven,"DF,MF",12,4,344,3.8,0,2,2,0,0,0,1,0,0.2,0.2,1.3,1.4,8.0,8.0,17.0,0.0,0.52,0.52,0.0,0.52,0.04,0.33,0.37,0.04,0.37
Tobias Sippel,GK,6,5,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,DF,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,GK,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sissoko,MF,25,12,1265,14.1,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.5,17.0,64.0,40.0,0.0,0.14,0.14,0.0,0.14,0.05,0.06,0.11,0.05,0.11
Moussa Sissoko,MF,29,22,1906,21.2,2,0,2,2,0,0,3,0,2.4,2.4,0.9,3.3,33.0,105.0,70.0,0.09,0.0,0.09,0.09,0.09,0.11,0.04,0.16,0.11,0.16
Tim Skarke,"DF,MF",3,0,53,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.39,0.02,0.41,0.39,0.41
Tim Skarke,"FW,MF",9,6,440,4.9,1,1,2,1,0,0,0,0,0.5,0.5,0.9,1.4,4.0,13.0,26.0,0.2,0.2,0.41,0.2,0.41,0.11,0.17,0.28,0.11,0.28
Ellyes Skhiri,MF,32,32,2856,31.7,7,1,8,7,0,0,5,0,5.3,5.3,1.8,7.1,50.0,155.0,61.0,0.22,0.03,0.25,0.22,0.25,0.17,0.06,0.22,0.17,0.22
Oliver Skipp,MF,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.3,0.3,0.6,0.9,14.0,56.0,25.0,0.06,0.0,0.06,0.06,0.06,0.02,0.04,0.05,0.02,0.05
Leo Skiri Østigård,DF,6,3,329,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Łukasz Skorupski,GK,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Skov,DF,23,16,1349,15.0,3,2,5,1,2,2,1,0,3.4,1.8,1.8,3.6,43.0,49.0,97.0,0.2,0.13,0.33,0.07,0.2,0.23,0.12,0.34,0.12,0.24
Milan Škriniar,DF,21,20,1769,19.7,0,0,0,0,0,0,5,1,0.8,0.8,0.3,1.1,16.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Naatan Skyttä,MF,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4
Islam Slimani,FW,16,11,986,11.0,1,1,2,1,0,1,5,0,2.5,1.7,1.2,2.9,11.0,26.0,61.0,0.09,0.09,0.18,0.09,0.18,0.23,0.11,0.33,0.16,0.26
Chris Smalling,DF,31,30,2718,30.2,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,4.0,49.0,7.0,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07
Adam Smith,DF,37,34,2943,32.7,0,1,1,0,0,0,11,0,0.5,0.5,1.3,1.8,28.0,83.0,54.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05
Emile Smith Rowe,"MF,FW",12,0,172,1.9,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1.0,2.0,7.0,11.0,0.0,1.05,1.05,0.0,1.05,0.14,0.36,0.5,0.14,0.5
Hrvoje Smolčić,DF,9,4,471,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Cédric Soares,DF,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,DF,6,2,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16
Danilo Soares,DF,23,23,1766,19.6,0,0,0,0,0,0,6,0,0.0,0.0,1.3,1.3,17.0,93.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07
Eduard Sobol,DF,14,9,825,9.2,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,16.0,29.0,49.0,0.0,0.11,0.11,0.0,0.11,0.01,0.08,0.09,0.01,0.09
Rubén Sobrino,"MF,FW",32,27,2375,26.4,3,2,5,3,0,0,11,0,4.9,4.9,2.3,7.2,42.0,45.0,80.0,0.11,0.08,0.19,0.11,0.19,0.18,0.09,0.27,0.18,0.27
Alex Sola,DF,10,3,349,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Dominic Solanke,"FW,MF",33,32,2860,31.8,6,7,13,6,0,0,2,0,9.1,9.1,3.9,13.0,70.0,47.0,167.0,0.19,0.22,0.41,0.19,0.41,0.29,0.12,0.41,0.29,0.41
Augusto Solari,MF,12,3,262,2.9,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5.0,12.0,14.0,0.0,0.34,0.34,0.0,0.34,0.09,0.07,0.16,0.09,0.16
Ola Solbakken,"MF,FW",14,7,503,5.6,1,2,3,1,0,0,2,0,0.6,0.6,1.6,2.2,5.0,14.0,35.0,0.18,0.36,0.54,0.18,0.54,0.11,0.29,0.4,0.11,0.4
Nikola Soldo,DF,7,6,593,6.6,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Carlos Soler,MF,3,3,242,2.7,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,3.0,13.0,7.0,0.37,0.0,0.37,0.0,0.0,0.35,0.08,0.43,0.06,0.14
Carlos Soler,MF,25,14,1153,12.8,3,2,5,3,0,0,0,0,1.6,1.6,1.4,3.0,18.0,50.0,65.0,0.23,0.16,0.39,0.23,0.39,0.13,0.11,0.24,0.13,0.24
François-Joseph Sollacaro,GK,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manor Solomon,FW,19,4,572,6.4,4,0,4,4,0,0,0,0,1.2,1.2,0.4,1.6,16.0,24.0,51.0,0.63,0.0,0.63,0.63,0.63,0.19,0.06,0.26,0.19,0.26
Yann Sommer,GK,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,GK,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
