Player,Pos,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Renan Lodi,DF,28,26,2214,24.6,0,1,1,0,0,0,7,0,1.0,1.0,1.2,2.1,24.0,31.0,70.0,0.0,0.04,0.04,0.0,0.04,0.04,0.05,0.09,0.04,0.09
Ruben Loftus-Cheek,"MF,DF",25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56.0,90.0,86.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14
Sean Longstaff,MF,33,28,2518,28.0,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21.0,116.0,115.0,0.04,0.14,0.18,0.04,0.18,0.13,0.12,0.25,0.13,0.25
Ademola Lookman,"FW,MF",30,20,1697,18.9,13,5,18,10,3,3,3,0,8.9,6.5,6.3,12.8,73.0,76.0,180.0,0.69,0.27,0.95,0.53,0.8,0.47,0.33,0.81,0.35,0.68
Anthony Lopes,GK,31,31,2726,30.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rony Lopes,"MF,FW",31,28,2257,25.1,6,5,11,6,0,0,2,0,4.8,4.8,4.8,9.6,57.0,95.0,114.0,0.24,0.2,0.44,0.24,0.44,0.19,0.19,0.38,0.19,0.38
David López,"DF,MF",19,18,1562,17.4,3,1,4,3,0,0,5,0,1.5,1.5,0.6,2.1,18.0,51.0,3.0,0.17,0.06,0.23,0.17,0.23,0.09,0.03,0.12,0.09,0.12
Diego López,GK,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Lopez,MF,29,24,2239,24.9,0,0,0,0,0,0,11,0,1.0,1.0,2.1,3.1,53.0,206.0,40.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.13,0.04,0.13
Pau López,GK,32,32,2880,32.0,0,2,2,0,0,0,3,0,0.0,0.0,0.4,0.4,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.01,0.01,0.0,0.01
Unai López,MF,34,12,1254,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17.0,98.0,43.0,0.07,0.14,0.22,0.07,0.22,0.09,0.1,0.19,0.09,0.19
Dion Lopy,MF,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17.0,101.0,38.0,0.0,0.07,0.07,0.0,0.07,0.06,0.1,0.16,0.06,0.16
Anthony Losilla,MF,31,31,2720,30.2,2,2,4,2,0,0,6,1,1.9,1.9,2.2,4.1,13.0,93.0,42.0,0.07,0.07,0.13,0.07,0.13,0.06,0.07,0.14,0.06,0.14
Jordan Lotomba,DF,32,26,2363,26.3,0,2,2,0,0,0,4,0,0.8,0.8,0.9,1.7,80.0,104.0,99.0,0.0,0.08,0.08,0.0,0.08,0.03,0.04,0.07,0.03,0.07
Matteo Lovato,DF,17,8,813,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Lovren,DF,17,17,1459,16.2,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,12.0,64.0,1.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.08,0.05,0.08
Sandi Lovrić,MF,36,27,2247,25.0,5,6,11,5,0,0,4,0,4.7,4.7,3.1,7.8,38.0,103.0,86.0,0.2,0.24,0.44,0.2,0.44,0.19,0.12,0.31,0.19,0.31
Jamal Lowe,"MF,FW",2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Lozano,FW,27,13,1385,15.4,1,1,2,1,0,0,6,0,1.8,1.8,0.8,2.6,19.0,27.0,54.0,0.06,0.06,0.13,0.06,0.13,0.12,0.05,0.17,0.12,0.17
Hirving Lozano,FW,32,20,1604,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86.0,49.0,190.0,0.17,0.17,0.34,0.11,0.28,0.3,0.19,0.49,0.26,0.45
Pol Lozano,MF,4,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean Lucas,MF,6,3,291,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.23,0.19,0.23
Jhon Lucumí,DF,32,32,2810,31.2,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1.0,36.0,83.0,5.0,0.0,0.03,0.03,0.0,0.03,0.02,0.01,0.03,0.02,0.03
José Luis Gayà,DF,30,30,2619,29.1,1,3,4,1,0,1,4,0,1.9,1.1,5.5,6.5,72.0,121.0,195.0,0.03,0.1,0.14,0.03,0.14,0.06,0.19,0.25,0.04,0.22
José Luis Morales,"FW,MF",29,11,1211,13.5,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40.0,15.0,92.0,0.52,0.0,0.52,0.52,0.52,0.49,0.12,0.61,0.49,0.61
José Luis Palomino,DF,15,8,759,8.4,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3.0,29.0,3.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.1,0.06,0.1
Douglas Luiz,MF,37,33,2927,32.5,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48.0,148.0,35.0,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22
Romelu Lukaku,FW,24,18,1571,17.5,10,5,15,8,2,2,1,0,8.7,7.1,3.9,11.0,31.0,39.0,151.0,0.57,0.29,0.86,0.46,0.74,0.5,0.22,0.72,0.41,0.63
Castello Lukeba,DF,33,32,2896,32.2,2,0,2,2,0,0,8,1,1.1,1.1,0.3,1.4,23.0,157.0,8.0,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.04,0.04,0.04
Dodi Lukebakio,"FW,MF",32,27,2397,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96.0,42.0,178.0,0.41,0.11,0.53,0.23,0.34,0.32,0.16,0.49,0.18,0.34
Saša Lukić,MF,12,4,412,4.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,8.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Saša Lukić,MF,16,13,1195,13.3,2,0,2,1,1,1,4,0,1.7,0.9,1.4,2.3,26.0,44.0,33.0,0.15,0.0,0.15,0.08,0.08,0.13,0.11,0.23,0.07,0.18
Andriy Lunin,GK,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrey Lunyov,GK,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiano Luperto,DF,35,35,3045,33.8,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13.0,72.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.05,0.04,0.05
Lyanco,DF,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1.0,13.0,35.0,4.0,0.08,0.08,0.15,0.08,0.15,0.04,0.04,0.08,0.04,0.08
Charalambos Lykogiannis,DF,21,11,1107,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32.0,60.0,47.0,0.16,0.0,0.16,0.16,0.16,0.06,0.12,0.19,0.06,0.19
Youssouf M'Changama,MF,26,11,1081,12.0,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,17.0,49.0,35.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12
Awer Mabil,"MF,FW",5,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.09,0.09,0.09
Alexis Mac Allister,MF,35,31,2886,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69.0,174.0,77.0,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36
Deiver Machado,"DF,MF",32,25,2106,23.4,4,3,7,4,0,0,5,1,1.2,1.2,2.8,4.0,56.0,53.0,129.0,0.17,0.13,0.3,0.17,0.3,0.05,0.12,0.17,0.05,0.17
Darwin Machís,FW,10,6,528,5.9,0,1,1,0,0,0,1,0,1.1,1.1,1.9,3.0,24.0,8.0,44.0,0.0,0.17,0.17,0.0,0.17,0.19,0.33,0.52,0.19,0.52
James Maddison,"MF,FW",30,28,2480,27.6,10,9,19,9,1,2,10,0,8.7,6.6,9.3,16.0,77.0,151.0,155.0,0.36,0.33,0.69,0.33,0.65,0.31,0.34,0.65,0.24,0.58
Noni Madueke,FW,12,7,643,7.1,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48.0,36.0,100.0,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2
Pablo Maffeo,DF,34,33,2890,32.1,2,4,6,2,0,0,6,1,1.7,1.7,3.0,4.7,66.0,59.0,133.0,0.06,0.12,0.19,0.06,0.19,0.05,0.09,0.14,0.05,0.14
Lisandro Magallán,DF,13,10,816,9.1,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
Soungoutou Magassa,MF,2,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giulio Maggiore,MF,15,11,865,9.6,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
Giangiacomo Magnani,DF,23,18,1441,16.0,0,1,1,0,0,0,6,1,0.5,0.5,0.2,0.7,5.0,31.0,5.0,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04
Hugo Magnetti,MF,31,18,1627,18.1,1,2,3,1,0,0,1,0,0.8,0.8,0.6,1.5,30.0,70.0,24.0,0.06,0.11,0.17,0.06,0.17,0.05,0.04,0.08,0.05,0.08
Yohann Magnin,MF,37,25,2377,26.4,0,0,0,0,0,0,6,0,1.1,1.1,2.3,3.3,14.0,121.0,56.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
Harry Maguire,DF,16,8,767,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.4,8.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
Jon Magunacelaya,"MF,FW",2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.56,0.59,0.03,0.59
Riyad Mahrez,"FW,MF",30,22,1920,21.3,5,10,15,4,1,1,2,0,5.5,4.7,7.0,11.8,78.0,76.0,242.0,0.23,0.47,0.7,0.19,0.66,0.26,0.33,0.59,0.22,0.55
Arne Maier,MF,30,24,1960,21.8,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32.0,66.0,77.0,0.23,0.05,0.28,0.23,0.28,0.07,0.08,0.16,0.07,0.16
Mike Maignan,GK,21,21,1890,21.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Linton Maina,"FW,MF",33,27,2239,24.9,3,7,10,3,0,0,1,0,4.6,4.6,5.9,10.5,90.0,61.0,173.0,0.12,0.28,0.4,0.12,0.4,0.19,0.24,0.42,0.19,0.42
Kobbie Mainoo,MF,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,"DF,MF",22,13,1407,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,15.0,57.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
Jordan Majchrzak,FW,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lovro Majer,"MF,FW",31,17,1578,17.5,2,5,7,1,1,1,3,0,3.2,2.5,4.1,6.6,63.0,130.0,105.0,0.11,0.29,0.4,0.06,0.34,0.18,0.23,0.42,0.14,0.37
Jean-Victor Makengo,MF,16,11,805,8.9,0,1,1,0,0,0,2,0,0.4,0.4,0.5,0.8,18.0,36.0,31.0,0.0,0.11,0.11,0.0,0.11,0.04,0.05,0.09,0.04,0.09
Jean-Victor Makengo,MF,14,11,974,10.8,0,0,0,0,0,0,2,1,0.1,0.1,0.5,0.6,20.0,40.0,29.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06
Béni Makouana,"FW,MF",8,1,198,2.2,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,9.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.37,0.01,0.38,0.37,0.38
Nemanja Maksimović,MF,28,25,1963,21.8,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13.0,41.0,29.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11
Tyrell Malacia,DF,22,14,1396,15.5,0,0,0,0,0,0,6,0,0.2,0.2,0.7,0.9,19.0,44.0,33.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06
Lorenzo Malagrida,"MF,DF",5,0,65,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
Daniel Maldini,"FW,MF",18,4,627,7.0,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,13.0,10.0,34.0,0.29,0.0,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24
Youssef Maleh,MF,7,4,297,3.3,0,0,0,0,0,0,2,0,0.6,0.6,0.6,1.2,3.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.17,0.2,0.36,0.17,0.36
Youssef Maleh,MF,16,7,639,7.1,0,0,0,0,0,0,3,0,0.3,0.3,0.2,0.5,8.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.07,0.04,0.07
Donyell Malen,FW,26,22,1706,19.0,9,6,15,9,0,0,0,0,9.1,9.1,4.4,13.5,87.0,60.0,182.0,0.47,0.32,0.79,0.47,0.79,0.48,0.23,0.71,0.48,0.71
Ruslan Malinovskyi,"MF,FW",15,5,553,6.1,1,2,3,1,0,0,2,0,0.6,0.6,2.0,2.6,19.0,50.0,36.0,0.16,0.33,0.49,0.16,0.49,0.1,0.33,0.43,0.1,0.43
Ruslan Malinovskyi,"MF,FW",19,12,1148,12.8,1,1,2,1,0,0,4,0,1.8,1.8,2.3,4.1,34.0,59.0,74.0,0.08,0.08,0.16,0.08,0.16,0.14,0.18,0.32,0.14,0.32
Hugo Mallo,DF,26,26,2163,24.0,0,1,1,0,0,0,6,1,1.4,1.4,2.6,3.9,27.0,93.0,108.0,0.0,0.04,0.04,0.0,0.04,0.06,0.11,0.16,0.06,0.16
Mickael Malsa,MF,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgi Mamardashvili,GK,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hianga Mananga Mbock,MF,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gianluca Mancini,DF,34,32,2778,30.9,1,2,3,1,0,0,7,0,2.3,2.3,1.5,3.7,15.0,84.0,18.0,0.03,0.06,0.1,0.03,0.1,0.07,0.05,0.12,0.07,0.12
Steve Mandanda,GK,34,34,3014,33.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
Reinildo Mandava,DF,22,22,1857,20.6,0,0,0,0,0,0,4,0,0.4,0.4,0.5,0.9,28.0,70.0,41.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
Aïssa Mandi,DF,20,15,1377,15.3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Rolando Mandragora,MF,29,22,1949,21.7,2,4,6,2,0,0,8,0,1.5,1.5,4.9,6.4,18.0,142.0,59.0,0.09,0.18,0.28,0.09,0.28,0.07,0.23,0.3,0.07,0.3
Sadio Mané,"FW,MF",25,18,1425,15.8,7,5,12,6,1,2,2,0,8.9,7.2,3.9,11.1,59.0,43.0,164.0,0.44,0.32,0.76,0.38,0.69,0.56,0.25,0.81,0.46,0.7
Orel Mangala,MF,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.6,0.6,0.4,0.9,14.0,43.0,8.0,0.06,0.06,0.12,0.06,0.12,0.03,0.02,0.06,0.03,0.06
Thomas Mangani,MF,25,14,1323,14.7,1,1,2,0,1,2,4,1,2.0,0.4,1.9,2.3,9.0,92.0,15.0,0.07,0.07,0.14,0.0,0.07,0.14,0.13,0.26,0.03,0.16
Vito Mannone,GK,18,17,1608,17.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Manquillo,DF,4,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myziane Maolida,"MF,FW",9,2,232,2.6,1,0,1,1,0,0,0,0,0.5,0.5,0.4,0.9,13.0,8.0,26.0,0.39,0.0,0.39,0.39,0.39,0.18,0.17,0.35,0.18,0.35
Myziane Maolida,"FW,MF",3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
Faitout Maouassa,"FW,DF",32,22,1860,20.7,5,5,10,5,0,0,0,0,2.6,2.6,2.2,4.8,37.0,45.0,105.0,0.24,0.24,0.48,0.24,0.48,0.12,0.11,0.23,0.12,0.23
Sekou Mara,"FW,MF",22,4,555,6.2,1,2,3,1,0,0,1,0,1.0,1.0,0.8,1.8,7.0,7.0,27.0,0.16,0.32,0.49,0.16,0.49,0.17,0.12,0.29,0.17,0.29
Maranhão,"FW,MF",17,3,447,5.0,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2.0,7.0,20.0,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36
Marcão,DF,5,4,375,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solly March,"FW,DF",33,31,2715,30.2,7,7,14,7,0,0,2,0,8.1,8.1,8.4,16.5,110.0,135.0,357.0,0.23,0.23,0.46,0.23,0.46,0.27,0.28,0.55,0.27,0.55
Agustín Marchesín,GK,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Marchetti,GK,1,0,66,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Marchetti,MF,30,28,2384,26.5,0,2,2,0,0,0,7,0,2.3,2.3,1.6,4.0,64.0,140.0,56.0,0.0,0.08,0.08,0.0,0.08,0.09,0.06,0.15,0.09,0.15
Riccardo Marchizza,DF,9,3,266,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,3.0,15.0,15.0,0.0,0.34,0.34,0.0,0.34,0.0,0.1,0.1,0.0,0.1
Gian Marco Ferrari,DF,32,23,2178,24.2,1,0,1,1,0,0,5,0,1.2,1.2,0.2,1.4,11.0,100.0,3.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
Emiliano Marcondes,MF,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar de Marcos,DF,36,31,2729,30.3,1,6,7,1,0,0,7,0,0.4,0.4,3.4,3.8,74.0,202.0,151.0,0.03,0.2,0.23,0.03,0.23,0.01,0.11,0.13,0.01,0.13
Alberto Marí,"FW,MF",4,0,53,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1.0,1.0,3.0,1.7,0.0,1.7,1.7,1.7,0.36,0.0,0.36,0.36,0.36
José Mari,MF,17,2,387,4.3,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1
Pablo Marí,DF,29,27,2397,26.6,1,0,1,1,0,0,4,0,0.6,0.6,0.3,1.0,6.0,55.0,3.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
José María Giménez,DF,28,26,2423,26.9,2,1,3,2,0,0,9,0,2.0,2.0,0.6,2.7,9.0,63.0,3.0,0.07,0.04,0.11,0.07,0.11,0.07,0.02,0.1,0.07,0.1
Mariano,FW,9,1,157,1.7,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.57,0.32,0.57
Pablo Marín,"MF,FW",10,3,360,4.0,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,9.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.51,0.31,0.51
Răzvan Marin,MF,33,28,2538,28.2,2,4,6,2,0,0,7,0,1.4,1.4,4.2,5.5,35.0,118.0,27.0,0.07,0.14,0.21,0.07,0.21,0.05,0.15,0.2,0.05,0.2
Diego Mariño,GK,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guillermo Maripán,DF,25,24,2067,23.0,3,0,3,3,0,0,6,1,1.6,1.6,0.1,1.7,5.0,61.0,0.0,0.13,0.0,0.13,0.13,0.13,0.07,0.01,0.07,0.07,0.07
Marlon,DF,27,18,1590,17.7,0,0,0,0,0,0,7,0,0.3,0.2,0.3,0.6,19.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Omar Marmoush,FW,33,15,1476,16.4,5,1,6,5,0,0,2,0,6.1,6.1,1.2,7.3,36.0,51.0,160.0,0.3,0.06,0.37,0.3,0.37,0.37,0.07,0.44,0.37,0.44
Marquinhos,MF,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquinhos,DF,32,30,2707,30.1,2,0,2,2,0,0,4,0,2.0,2.0,0.5,2.5,4.0,99.0,15.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.08,0.07,0.08
Luca Marrone,DF,2,2,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Eric Martel,MF,29,23,2019,22.4,1,1,2,1,0,0,6,0,1.7,1.7,0.8,2.5,17.0,72.0,46.0,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11
Roger Martí,FW,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8.0,7.0,50.0,0.0,0.14,0.14,0.0,0.14,0.08,0.09,0.17,0.08,0.17
Roger Martí,FW,13,8,601,6.7,1,0,1,1,0,0,1,0,1.7,1.7,0.5,2.2,7.0,5.0,31.0,0.15,0.0,0.15,0.15,0.15,0.26,0.07,0.33,0.26,0.33
Anthony Martial,FW,21,11,978,10.9,6,2,8,5,1,1,0,0,6.2,5.5,1.4,6.9,18.0,35.0,87.0,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.7,0.5,0.63
Aarón Martín,DF,28,20,1847,20.5,5,3,8,5,0,1,3,0,2.2,1.4,2.8,4.2,25.0,86.0,61.0,0.24,0.15,0.39,0.24,0.39,0.11,0.14,0.24,0.07,0.2
Ander Martin,"MF,FW",3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
Andrés Martín,"FW,MF",9,3,205,2.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,3.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.43,0.21,0.43
Carlos Martín,"FW,MF",4,0,28,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
Iván Martín,MF,23,17,1496,16.6,3,3,6,3,0,0,2,0,2.4,2.4,2.0,4.4,24.0,44.0,80.0,0.18,0.18,0.36,0.18,0.36,0.14,0.12,0.27,0.14,0.27
Jonas Martin,MF,12,2,277,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08
Martinelli,FW,36,34,2789,31.0,15,5,20,15,0,0,3,0,9.3,9.3,9.1,18.4,124.0,94.0,350.0,0.48,0.16,0.65,0.48,0.65,0.3,0.29,0.59,0.3,0.59
Arnau Martinez,DF,32,31,2642,29.4,3,4,7,3,0,0,11,0,1.9,1.9,4.2,6.2,60.0,107.0,97.0,0.1,0.14,0.24,0.1,0.24,0.07,0.14,0.21,0.07,0.21
Emiliano Martínez,GK,36,36,3139,34.9,0,0,0,0,0,0,7,0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
